ENSG00000000003 TSPAN6
ENSG00000116017 ARID3A
ENSG00000116030 SUMO1
ENSG00000116031 CD207
ENSG00000116032 GRIN3B
ENSG00000116035 VAX2
ENSG00000116039 ATP6V1B1
ENSG00000116044 NFE2L2
ENSG00000116062 MSH6
ENSG00000116095 PLEKHA3
ENSG00000116096 SPR
ENSG00000116106 EPHA4
ENSG00000116117 PARD3B
ENSG00000116120 FARSB
ENSG00000116127 ALMS1
ENSG00000116128 BCL9
ENSG00000116132 PRRX1
ENSG00000116133 DHCR24
ENSG00000116138 DNAJC16
ENSG00000116141 MARK1
ENSG00000116147 TNR
ENSG00000116151 MORN1
ENSG00000116157 GPX7
ENSG00000116161 CACYBP
ENSG00000116171 SCP2
ENSG00000116176 TPSG1
ENSG00000116183 PAPPA2
ENSG00000116191 RALGPS2
ENSG00000116194 ANGPTL1
ENSG00000116198 CEP104
ENSG00000116199 FAM20B
ENSG00000116205 TCEANC2
ENSG00000116209 TMEM59
ENSG00000116212 LRRC42
ENSG00000116213 WRAP73
ENSG00000116218 NPHS2
ENSG00000116221 MRPL37
ENSG00000116237 ICMT
ENSG00000116251 RPL22
ENSG00000116254 CHD5
ENSG00000116260 QSOX1
ENSG00000116266 STXBP3
ENSG00000116273 PHF13
ENSG00000116285 ERRFI1
ENSG00000116288 PARK7
ENSG00000116299 KIAA1324
ENSG00000116329 OPRD1
ENSG00000116337 AMPD2
ENSG00000116350 SRSF4
ENSG00000116353 MECR
ENSG00000116396 KCNC4
ENSG00000116406 EDEM3
ENSG00000116455 WDR77
ENSG00000116459 ATP5PB
ENSG00000116473 RAP1A
ENSG00000116478 HDAC1
ENSG00000116489 CAPZA1
ENSG00000116497 S100PBP
ENSG00000116514 RNF19B
ENSG00000116521 SCAMP3
ENSG00000116525 TRIM62
ENSG00000116539 ASH1L
ENSG00000116544 DLGAP3
ENSG00000116560 SFPQ
ENSG00000116574 RHOU
ENSG00000116580 GON4L
ENSG00000116584 ARHGEF2
ENSG00000116586 LAMTOR2
ENSG00000116604 MEF2D
ENSG00000116641 DOCK7
ENSG00000116649 SRM
ENSG00000116652 DLEU2L
ENSG00000116661 FBXO2
ENSG00000116663 FBXO6
ENSG00000116667 C1orf21
ENSG00000116668 SWT1
ENSG00000116670 MAD2L2
ENSG00000116675 DNAJC6
ENSG00000116678 LEPR
ENSG00000116679 IVNS1ABP
ENSG00000116685 KIAA2013
ENSG00000116688 MFN2
ENSG00000116690 PRG4
ENSG00000116691 MIIP
ENSG00000116698 SMG7
ENSG00000116701 NCF2
ENSG00000116703 PDC
ENSG00000116704 SLC35D1
ENSG00000116711 PLA2G4A
ENSG00000116717 GADD45A
ENSG00000116729 WLS
ENSG00000116731 PRDM2
ENSG00000116741 RGS2
ENSG00000116745 RPE65
ENSG00000116747 TROVE2
ENSG00000116748 AMPD1
ENSG00000116750 UCHL5
ENSG00000116752 BCAS2
ENSG00000116754 SRSF11
ENSG00000116761 CTH
ENSG00000116771 AGMAT
ENSG00000116774 OLFML3
ENSG00000116783 TNNI3K
ENSG00000116785 CFHR3
ENSG00000116786 PLEKHM2
ENSG00000116791 CRYZ
ENSG00000116793 PHTF1
ENSG00000116809 ZBTB17
ENSG00000116815 CD58
ENSG00000116819 TFAP2E
ENSG00000116824 CD2
ENSG00000116830 TTF2
ENSG00000116833 NR5A2
ENSG00000116852 KIF21B
ENSG00000116857 TMEM9
ENSG00000116863 ADPRHL2
ENSG00000116871 MAP7D1
ENSG00000116874 WARS2
ENSG00000116883 AL591845.1
ENSG00000116885 OSCP1
ENSG00000116898 MRPS15
ENSG00000116903 EXOC8
ENSG00000116906 GNPAT
ENSG00000116918 TSNAX
ENSG00000116922 C1orf109
ENSG00000116954 RRAGC
ENSG00000116962 NID1
ENSG00000116977 LGALS8
ENSG00000116981 NT5C1A
ENSG00000116983 HPCAL4
ENSG00000116984 MTR
ENSG00000116985 BMP8B
ENSG00000116990 MYCL
ENSG00000116991 SIPA1L2
ENSG00000117000 RLF
ENSG00000117009 KMO
ENSG00000117010 ZNF684
ENSG00000117013 KCNQ4
ENSG00000117016 RIMS3
ENSG00000117020 AKT3
ENSG00000117036 ETV3
ENSG00000117054 ACADM
ENSG00000117069 ST6GALNAC5
ENSG00000117090 SLAMF1
ENSG00000117091 CD48
ENSG00000117114 ADGRL2
ENSG00000117115 PADI2
ENSG00000117118 SDHB
ENSG00000117122 MFAP2
ENSG00000117133 RPF1
ENSG00000117139 KDM5B
ENSG00000117143 UAP1
ENSG00000117148 ACTL8
ENSG00000117151 CTBS
ENSG00000117152 RGS4
ENSG00000117153 KLHL12
ENSG00000117154 IGSF21
ENSG00000117155 SSX2IP
ENSG00000117174 ZNHIT6
ENSG00000117215 PLA2G2D
ENSG00000117222 RBBP5
ENSG00000117226 GBP3
ENSG00000117228 GBP1
ENSG00000117242 PINK1-AS
ENSG00000117245 KIF17
ENSG00000117262 GPR89A
ENSG00000117266 CDK18
ENSG00000117280 RAB29
ENSG00000117281 CD160
ENSG00000117298 ECE1
ENSG00000117305 HMGCL
ENSG00000117308 GALE
ENSG00000117318 ID3
ENSG00000117322 CR2
ENSG00000117335 CD46
ENSG00000117360 PRPF3
ENSG00000117362 APH1A
ENSG00000117385 P3H1
ENSG00000117394 SLC2A1
ENSG00000117395 EBNA1BP2
ENSG00000117399 CDC20
ENSG00000117400 MPL
ENSG00000117407 ARTN
ENSG00000117408 IPO13
ENSG00000117410 ATP6V0B
ENSG00000117411 B4GALT2
ENSG00000117419 ERI3
ENSG00000117425 PTCH2
ENSG00000117448 AKR1A1
ENSG00000117450 PRDX1
ENSG00000117461 PIK3R3
ENSG00000117472 TSPAN1
ENSG00000117475 BLZF1
ENSG00000117477 CCDC181
ENSG00000117479 SLC19A2
ENSG00000117480 FAAH
ENSG00000117481 NSUN4
ENSG00000117500 TMED5
ENSG00000117501 MROH9
ENSG00000117505 DR1
ENSG00000117507 FMO6P
ENSG00000117519 CNN3
ENSG00000117523 PRRC2C
ENSG00000117525 F3
ENSG00000117528 ABCD3
ENSG00000117533 VAMP4
ENSG00000117543 DPH5
ENSG00000117569 PTBP2
ENSG00000117586 TNFSF4
ENSG00000117592 PRDX6
ENSG00000117593 DARS2
ENSG00000117594 HSD11B1
ENSG00000117595 IRF6
ENSG00000117597 DIEXF
ENSG00000117598 PLPPR5
ENSG00000117600 PLPPR4
ENSG00000117601 SERPINC1
ENSG00000117602 RCAN3
ENSG00000117614 SYF2
ENSG00000117616 RSRP1
ENSG00000117620 SLC35A3
ENSG00000117625 RCOR3
ENSG00000117632 STMN1
ENSG00000117640 MTFR1L
ENSG00000117643 MAN1C1
ENSG00000117650 NEK2
ENSG00000117676 RPS6KA1
ENSG00000117682 DHDDS
ENSG00000117691 NENF
ENSG00000117697 NSL1
ENSG00000117707 PROX1
ENSG00000117713 ARID1A
ENSG00000117724 CENPF
ENSG00000117748 RPA2
ENSG00000117751 PPP1R8
ENSG00000117758 STX12
ENSG00000117791 MARC2
ENSG00000117834 SLC5A9
ENSG00000117859 OSBPL9
ENSG00000117862 TXNDC12
ENSG00000117868 ESYT2
ENSG00000117877 CD3EAP
ENSG00000117899 MESD
ENSG00000117906 RCN2
ENSG00000117971 CHRNB4
ENSG00000117983 MUC5B
ENSG00000117984 CTSD
ENSG00000118004 COLEC11
ENSG00000118007 STAG1
ENSG00000118017 A4GNT
ENSG00000118046 STK11
ENSG00000118058 KMT2A
ENSG00000118094 TREH
ENSG00000118096 IFT46
ENSG00000118113 MMP8
ENSG00000118137 APOA1
ENSG00000118156 ZNF541
ENSG00000118160 SLC8A2
ENSG00000118162 KPTN
ENSG00000118181 RPS25
ENSG00000118193 KIF14
ENSG00000118194 TNNT2
ENSG00000118197 DDX59
ENSG00000118200 CAMSAP2
ENSG00000118217 ATF6
ENSG00000118231 CRYGD
ENSG00000118242 MREG
ENSG00000118245 TNP1
ENSG00000118246 FASTKD2
ENSG00000118257 NRP2
ENSG00000118260 CREB1
ENSG00000118263 KLF7
ENSG00000118271 TTR
ENSG00000118276 B4GALT6
ENSG00000118292 C1orf54
ENSG00000118298 CA14
ENSG00000118307 CASC1
ENSG00000118308 LRMP
ENSG00000118322 ATP10B
ENSG00000118363 SPCS2
ENSG00000118369 USP35
ENSG00000118402 ELOVL4
ENSG00000118407 FILIP1
ENSG00000118412 CASP8AP2
ENSG00000118418 HMGN3
ENSG00000118420 UBE3D
ENSG00000118432 CNR1
ENSG00000118454 ANKRD13C
ENSG00000118473 SGIP1
ENSG00000118482 PHF3
ENSG00000118492 ADGB
ENSG00000118495 PLAGL1
ENSG00000118496 FBXO30
ENSG00000118503 TNFAIP3
ENSG00000118507 AKAP7
ENSG00000118508 RAB32
ENSG00000118513 MYB
ENSG00000118514 ALDH8A1
ENSG00000118515 SGK1
ENSG00000118518 RNF146
ENSG00000118520 ARG1
ENSG00000118523 CTGF
ENSG00000118526 TCF21
ENSG00000118557 PMFBP1
ENSG00000118564 FBXL5
ENSG00000118579 MED28
ENSG00000118596 SLC16A7
ENSG00000118600 RXYLT1
ENSG00000118620 ZNF430
ENSG00000118640 VAMP8
ENSG00000118655 DCLRE1B
ENSG00000118680 MYL12B
ENSG00000118689 FOXO3
ENSG00000118690 ARMC2
ENSG00000118702 GHRH
ENSG00000118705 RPN2
ENSG00000118707 TGIF2
ENSG00000118729 CASQ2
ENSG00000118733 OLFM3
ENSG00000118762 PKD2
ENSG00000118777 ABCG2
ENSG00000118785 SPP1
ENSG00000118804 STBD1
ENSG00000118816 CCNI
ENSG00000118849 RARRES1
ENSG00000118855 MFSD1
ENSG00000118873 RAB3GAP2
ENSG00000118894 EEF2KMT
ENSG00000118898 PPL
ENSG00000118900 UBN1
ENSG00000118903 BTF3P11
ENSG00000118922 KLF12
ENSG00000118939 UCHL3
ENSG00000118946 PCDH17
ENSG00000118960 HS1BP3
ENSG00000118961 LDAH
ENSG00000118965 WDR35
ENSG00000118971 CCND2
ENSG00000118972 FGF23
ENSG00000118976 OTUD4P1
ENSG00000118985 ELL2
ENSG00000118997 DNAH7
ENSG00000119004 CYP20A1
ENSG00000119013 NDUFB3
ENSG00000119041 GTF3C3
ENSG00000119042 SATB2
ENSG00000119048 UBE2B
ENSG00000119121 TRPM6
ENSG00000119125 GDA
ENSG00000119138 KLF9
ENSG00000119139 TJP2
ENSG00000119147 C2orf40
ENSG00000119185 ITGB1BP1
ENSG00000119203 CPSF3
ENSG00000119227 PIGZ
ENSG00000119231 SENP5
ENSG00000119242 CCDC92
ENSG00000119280 C1orf198
ENSG00000119283 TRIM67
ENSG00000119285 HEATR1
ENSG00000119314 PTBP3
ENSG00000119318 RAD23B
ENSG00000119321 FKBP15
ENSG00000119326 CTNNAL1
ENSG00000119328 FAM206A
ENSG00000119333 WDR34
ENSG00000119335 SET
ENSG00000119383 PTPA
ENSG00000119392 GLE1
ENSG00000119396 RAB14
ENSG00000119397 CNTRL
ENSG00000119401 TRIM32
ENSG00000119402 FBXW2
ENSG00000119403 PHF19
ENSG00000119408 NEK6
ENSG00000119411 BSPRY
ENSG00000119414 PPP6C
ENSG00000119421 NDUFA8
ENSG00000119431 HDHD3
ENSG00000119440 LCN1P1
ENSG00000119446 RBM18
ENSG00000119471 HSDL2
ENSG00000119487 MAPKAP1
ENSG00000119508 NR4A3
ENSG00000119509 INVS
ENSG00000119514 GALNT12
ENSG00000119522 DENND1A
ENSG00000119523 ALG2
ENSG00000119535 CSF3R
ENSG00000119537 KDSR
ENSG00000119541 VPS4B
ENSG00000119547 ONECUT2
ENSG00000119559 C19orf25
ENSG00000119574 ZBTB45
ENSG00000119596 YLPM1
ENSG00000119599 DCAF4
ENSG00000119614 VSX2
ENSG00000119616 FCF1
ENSG00000119630 PGF
ENSG00000119632 IFI27L2
ENSG00000119636 BBOF1
ENSG00000119638 NEK9
ENSG00000119640 ACYP1
ENSG00000119650 IFT43
ENSG00000119655 NPC2
ENSG00000119661 DNAL1
ENSG00000119669 IRF2BPL
ENSG00000119673 ACOT2
ENSG00000119681 LTBP2
ENSG00000119682 AREL1
ENSG00000119684 MLH3
ENSG00000119685 TTLL5
ENSG00000119686 FLVCR2
ENSG00000119688 ABCD4
ENSG00000119689 DLST
ENSG00000119698 PPP4R4
ENSG00000119699 TGFB3
ENSG00000119703 ZC2HC1C
ENSG00000119705 SLIRP
ENSG00000119707 RBM25
ENSG00000119711 ALDH6A1
ENSG00000119714 GPR68
ENSG00000119715 ESRRB
ENSG00000119718 EIF2B2
ENSG00000119720 NRDE2
ENSG00000119723 COQ6
ENSG00000119725 ZNF410
ENSG00000119729 RHOQ
ENSG00000119737 GPR75
ENSG00000119760 SUPT7L
ENSG00000119771 KLHL29
ENSG00000119772 DNMT3A
ENSG00000119777 TMEM214
ENSG00000119778 ATAD2B
ENSG00000119782 FKBP1B
ENSG00000119787 ATL2
ENSG00000119801 YPEL5
ENSG00000119812 FAM98A
ENSG00000119820 YIPF4
ENSG00000119844 AFTPH
ENSG00000119862 LGALSL
ENSG00000119865 CNRIP1
ENSG00000119866 BCL11A
ENSG00000119878 CRIPT
ENSG00000119888 EPCAM
ENSG00000119899 SLC17A5
ENSG00000119900 OGFRL1
ENSG00000119906 SLF2
ENSG00000119912 IDE
ENSG00000119913 TECTB
ENSG00000119915 ELOVL3
ENSG00000119917 IFIT3
ENSG00000119919 NKX2-3
ENSG00000119922 IFIT2
ENSG00000119927 GPAM
ENSG00000119929 CUTC
ENSG00000119938 PPP1R3C
ENSG00000119943 PYROXD2
ENSG00000119946 CNNM1
ENSG00000119950 MXI1
ENSG00000119953 SMNDC1
ENSG00000119965 C10orf88
ENSG00000119969 HELLS
ENSG00000119973 PRLHR
ENSG00000119977 TCTN3
ENSG00000119979 FAM45A
ENSG00000119986 AVPI1
ENSG00000120008 WDR11
ENSG00000120029 C10orf76
ENSG00000120049 KCNIP2
ENSG00000120051 CFAP58
ENSG00000120053 GOT1
ENSG00000120054 CPN1
ENSG00000120055 C10orf95
ENSG00000120057 SFRP5
ENSG00000120063 GNA13
ENSG00000120068 HOXB8
ENSG00000120071 KANSL1
ENSG00000120075 HOXB5
ENSG00000120088 CRHR1
ENSG00000120093 HOXB3
ENSG00000120094 HOXB1
ENSG00000120129 DUSP1
ENSG00000120137 PANK3
ENSG00000120149 MSX2
ENSG00000120156 TEK
ENSG00000120158 RCL1
ENSG00000120159 CAAP1
ENSG00000120160 EQTN
ENSG00000120162 MOB3B
ENSG00000120211 INSL4
ENSG00000120215 MLANA
ENSG00000120217 CD274
ENSG00000120251 GRIA2
ENSG00000120253 NUP43
ENSG00000120254 MTHFD1L
ENSG00000120256 LRP11
ENSG00000120262 CCDC170
ENSG00000120265 PCMT1
ENSG00000120278 PLEKHG1
ENSG00000120279 MYCT1
ENSG00000120280 CXorf21
ENSG00000120289 MAGEB4
ENSG00000120306 CYSTM1
ENSG00000120314 WDR55
ENSG00000120318 ARAP3
ENSG00000120322 PCDHB8
ENSG00000120324 PCDHB10
ENSG00000120327 PCDHB14
ENSG00000120328 PCDHB12
ENSG00000120329 SLC25A2
ENSG00000120332 TNN
ENSG00000120333 MRPS14
ENSG00000120334 CENPL
ENSG00000120337 TNFSF18
ENSG00000120341 SEC16B
ENSG00000120370 GORAB
ENSG00000120437 ACAT2
ENSG00000120438 TCP1
ENSG00000120440 TTLL2
ENSG00000120451 SNX19
ENSG00000120457 KCNJ5
ENSG00000120458 MSANTD2
ENSG00000120471 TP53AIP1
ENSG00000120498 TEX11
ENSG00000120500 ARR3
ENSG00000120509 PDZD11
ENSG00000120519 SLC10A7
ENSG00000120526 NUDCD1
ENSG00000120533 ENY2
ENSG00000120539 MASTL
ENSG00000120549 KIAA1217
ENSG00000120555 SEPT7P9
ENSG00000120563 LYZL1
ENSG00000120594 PLXDC2
ENSG00000120616 EPC1
ENSG00000120645 IQSEC3
ENSG00000120647 CCDC77
ENSG00000120656 TAF12
ENSG00000120658 ENOX1
ENSG00000120659 TNFSF11
ENSG00000120662 MTRF1
ENSG00000120664 SPART-AS1
ENSG00000120669 SOHLH2
ENSG00000120675 DNAJC15
ENSG00000120685 PROSER1
ENSG00000120686 UFM1
ENSG00000120688 WBP4
ENSG00000120690 ELF1
ENSG00000120693 SMAD9
ENSG00000120694 HSPH1
ENSG00000120696 KBTBD7
ENSG00000120697 ALG5
ENSG00000120699 EXOSC8
ENSG00000120705 ETF1
ENSG00000120708 TGFBI
ENSG00000120709 FAM53C
ENSG00000120725 SIL1
ENSG00000120727 PAIP2
ENSG00000120729 MYOT
ENSG00000120733 KDM3B
ENSG00000120738 EGR1
ENSG00000120742 SERP1
ENSG00000120756 PLS1
ENSG00000120784 ZFP30
ENSG00000120798 NR2C1
ENSG00000120800 UTP20
ENSG00000120802 TMPO
ENSG00000120805 ARL1
ENSG00000120820 GLT8D2
ENSG00000120832 MTERF2
ENSG00000120833 SOCS2
ENSG00000120837 NFYB
ENSG00000120860 WASHC3
ENSG00000120868 APAF1
ENSG00000120875 DUSP4
ENSG00000120885 CLU
ENSG00000120889 TNFRSF10B
ENSG00000120896 SORBS3
ENSG00000120899 PTK2B
ENSG00000120903 CHRNA2
ENSG00000120907 ADRA1A
ENSG00000120910 PPP3CC
ENSG00000120913 PDLIM2
ENSG00000120915 EPHX2
ENSG00000120925 RNF170
ENSG00000120937 NPPB
ENSG00000120942 UBIAD1
ENSG00000120948 TARDBP
ENSG00000120949 TNFRSF8
ENSG00000120952 PRAMEF2
ENSG00000120963 ZNF706
ENSG00000120992 LYPLA1
ENSG00000121005 CRISPLD1
ENSG00000121022 COPS5
ENSG00000121039 RDH10
ENSG00000121057 AKAP1
ENSG00000121058 COIL
ENSG00000121060 TRIM25
ENSG00000121064 SCPEP1
ENSG00000121067 SPOP
ENSG00000121068 TBX2
ENSG00000121073 SLC35B1
ENSG00000121075 TBX4
ENSG00000121089 NACA3P
ENSG00000121101 TEX14
ENSG00000121104 FAM117A
ENSG00000121152 NCAPH
ENSG00000121207 LRAT
ENSG00000121210 TMEM131L
ENSG00000121211 MND1
ENSG00000121236 TRIM6
ENSG00000121270 ABCC11
ENSG00000121274 PAPD5
ENSG00000121281 ADCY7
ENSG00000121289 CEP89
ENSG00000121297 TSHZ3
ENSG00000121310 ECHDC2
ENSG00000121314 TAS2R8
ENSG00000121316 PLBD1
ENSG00000121318 TAS2R10
ENSG00000121350 PYROXD1
ENSG00000121351 IAPP
ENSG00000121361 KCNJ8
ENSG00000121377 TAS2R7
ENSG00000121380 BCL2L14
ENSG00000121390 PSPC1
ENSG00000121406 ZNF549
ENSG00000121410 A1BG
ENSG00000121413 ZSCAN18
ENSG00000121417 ZNF211
ENSG00000121440 PDZRN3
ENSG00000121446 RGSL1
ENSG00000121454 LHX4
ENSG00000121481 RNF2
ENSG00000121486 TRMT1L
ENSG00000121542 SEC22A
ENSG00000121552 CSTA
ENSG00000121570 DPPA4
ENSG00000121577 POPDC2
ENSG00000121578 B4GALT4
ENSG00000121579 NAA50
ENSG00000121594 CD80
ENSG00000121621 KIF18A
ENSG00000121634 GJA8
ENSG00000121644 DESI2
ENSG00000121653 MAPK8IP1
ENSG00000121671 CRY2
ENSG00000121680 PEX16
ENSG00000121690 DEPDC7
ENSG00000121691 CAT
ENSG00000121716 PILRB
ENSG00000121741 ZMYM2
ENSG00000121743 GJA3
ENSG00000121749 TBC1D15
ENSG00000121753 ADGRB2
ENSG00000121764 HCRTR1
ENSG00000121766 ZCCHC17
ENSG00000121769 FABP3
ENSG00000121774 KHDRBS1
ENSG00000121775 TMEM39B
ENSG00000121797 CCRL2
ENSG00000121807 CCR2
ENSG00000121851 POLR3GL
ENSG00000121858 TNFSF10
ENSG00000121864 ZNF639
ENSG00000121871 SLITRK3
ENSG00000121879 PIK3CA
ENSG00000121892 PDS5A
ENSG00000121895 TMEM156
ENSG00000121897 LIAS
ENSG00000121898 CPXM2
ENSG00000121900 TMEM54
ENSG00000121903 ZSCAN20
ENSG00000121904 CSMD2
ENSG00000121905 HPCA
ENSG00000121931 LRIF1
ENSG00000121933 TMIGD3
ENSG00000121940 CLCC1
ENSG00000121957 GPSM2
ENSG00000121964 GTDC1
ENSG00000121966 CXCR4
ENSG00000121988 ZRANB3
ENSG00000121989 ACVR2A
ENSG00000122008 POLK
ENSG00000122012 SV2C
ENSG00000122025 FLT3
ENSG00000122026 RPL21
ENSG00000122033 MTIF3
ENSG00000122034 GTF3A
ENSG00000122035 RASL11A
ENSG00000122042 UBL3
ENSG00000122043 LINC00544
ENSG00000122068 FYTTD1
ENSG00000122085 MTERF4
ENSG00000122121 XPNPEP2
ENSG00000122122 SASH3
ENSG00000122126 OCRL
ENSG00000122133 PAEP
ENSG00000122136 OBP2A
ENSG00000122140 MRPS2
ENSG00000122145 TBX22
ENSG00000122176 FMOD
ENSG00000122180 MYOG
ENSG00000122188 LAX1
ENSG00000122194 PLG
ENSG00000122203 KIAA1191
ENSG00000122218 COPA
ENSG00000122223 CD244
ENSG00000122224 LY9
ENSG00000122254 HS3ST2
ENSG00000122257 RBBP6
ENSG00000122299 ZC3H7A
ENSG00000122335 SERAC1
ENSG00000122359 ANXA11
ENSG00000122367 LDB3
ENSG00000122375 OPN4
ENSG00000122376 FAM35A
ENSG00000122378 FAM213A
ENSG00000122386 ZNF205
ENSG00000122390 NAA60
ENSG00000122406 RPL5
ENSG00000122417 ODF2L
ENSG00000122420 PTGFR
ENSG00000122432 SPATA1
ENSG00000122435 TRMT13
ENSG00000122477 LRRC39
ENSG00000122481 RWDD3
ENSG00000122482 ZNF644
ENSG00000122483 CCDC18
ENSG00000122484 RPAP2
ENSG00000122490 PQLC1
ENSG00000122507 BBS9
ENSG00000122512 PMS2
ENSG00000122515 ZMIZ2
ENSG00000122543 OCM
ENSG00000122545 SEPT7
ENSG00000122547 EEPD1
ENSG00000122548 KIAA0087
ENSG00000122550 KLHL7
ENSG00000122557 HERPUD2
ENSG00000122565 CBX3
ENSG00000122566 HNRNPA2B1
ENSG00000122574 WIPF3
ENSG00000122584 NXPH1
ENSG00000122585 NPY
ENSG00000122591 FAM126A
ENSG00000122592 HOXA7
ENSG00000122641 INHBA
ENSG00000122642 FKBP9
ENSG00000122643 NT5C3A
ENSG00000122644 ARL4A
ENSG00000122674 CCZ1
ENSG00000122678 POLM
ENSG00000122679 RAMP3
ENSG00000122687 MRM2
ENSG00000122691 TWIST1
ENSG00000122692 SMU1
ENSG00000122694 GLIPR2
ENSG00000122696 SLC25A51
ENSG00000122705 CLTA
ENSG00000122707 RECK
ENSG00000122711 SPINK4
ENSG00000122728 TAF1L
ENSG00000122729 ACO1
ENSG00000122733 PHF24
ENSG00000122735 DNAI1
ENSG00000122741 DCAF10
ENSG00000122756 CNTFR
ENSG00000122778 KIAA1549
ENSG00000122779 TRIM24
ENSG00000122783 C7orf49
ENSG00000122786 CALD1
ENSG00000122787 AKR1D1
ENSG00000122824 NUDT10
ENSG00000122861 PLAU
ENSG00000122862 SRGN
ENSG00000122863 CHST3
ENSG00000122870 BICC1
ENSG00000122873 CISD1
ENSG00000122877 EGR2
ENSG00000122882 ECD
ENSG00000122884 P4HA1
ENSG00000122912 SLC25A16
ENSG00000122952 ZWINT
ENSG00000122958 VPS26A
ENSG00000122965 RBM19
ENSG00000122966 CIT
ENSG00000122970 IFT81
ENSG00000122971 ACADS
ENSG00000122986 HVCN1
ENSG00000123009 NME2P1
ENSG00000123064 DDX54
ENSG00000123066 MED13L
ENSG00000123080 CDKN2C
ENSG00000123091 RNF11
ENSG00000123094 RASSF8
ENSG00000123095 BHLHE41
ENSG00000123096 SSPN
ENSG00000123104 ITPR2
ENSG00000123106 CCDC91
ENSG00000123119 NECAB1
ENSG00000123124 WWP1
ENSG00000123130 ACOT9
ENSG00000123131 PRDX4
ENSG00000123136 DDX39A
ENSG00000123143 PKN1
ENSG00000123144 TRIR
ENSG00000123146 ADGRE5
ENSG00000123154 WDR83
ENSG00000123159 GIPC1
ENSG00000123165 ACTRT1
ENSG00000123178 SPRYD7
ENSG00000123179 EBPL
ENSG00000123191 ATP7B
ENSG00000123200 ZC3H13
ENSG00000123213 NLN
ENSG00000123219 CENPK
ENSG00000123240 OPTN
ENSG00000123243 ITIH5
ENSG00000123268 ATF1
ENSG00000123297 TSFM
ENSG00000123307 NEUROD4
ENSG00000123329 ARHGAP9
ENSG00000123338 NCKAP1L
ENSG00000123342 MMP19
ENSG00000123349 PFDN5
ENSG00000123352 SPATS2
ENSG00000123353 ORMDL2
ENSG00000123358 NR4A1
ENSG00000123360 PDE1B
ENSG00000123374 CDK2
ENSG00000123384 LRP1
ENSG00000123388 HOXC11
ENSG00000123395 ATG101
ENSG00000123405 NFE2
ENSG00000123407 HOXC12
ENSG00000123411 IKZF4
ENSG00000123415 SMUG1
ENSG00000123416 TUBA1B
ENSG00000123427 EEF1AKMT3
ENSG00000123444 KBTBD4
ENSG00000123453 SARDH
ENSG00000123454 DBH
ENSG00000123472 ATPAF1
ENSG00000123473 STIL
ENSG00000123485 HJURP
ENSG00000123496 IL13RA2
ENSG00000123500 COL10A1
ENSG00000123505 AMD1
ENSG00000123545 NDUFAF4
ENSG00000123552 USP45
ENSG00000123560 PLP1
ENSG00000123562 MORF4L2
ENSG00000123570 RAB9B
ENSG00000123572 NRK
ENSG00000123575 FAM199X
ENSG00000123576 ESX1
ENSG00000123595 RAB9A
ENSG00000123600 METTL8
ENSG00000123607 TTC21B
ENSG00000123609 NMI
ENSG00000123610 TNFAIP6
ENSG00000123612 ACVR1C
ENSG00000123636 BAZ2B
ENSG00000123643 SLC36A1
ENSG00000123684 LPGAT1
ENSG00000123685 BATF3
ENSG00000123689 G0S2
ENSG00000123700 KCNJ2
ENSG00000123728 RAP2C
ENSG00000123737 EXOSC9
ENSG00000123739 PLA2G12A
ENSG00000123810 B9D2
ENSG00000123815 COQ8B
ENSG00000123836 PFKFB2
ENSG00000123838 C4BPA
ENSG00000123870 ZNF137P
ENSG00000123892 RAB38
ENSG00000123901 GPR83
ENSG00000123908 AGO2
ENSG00000123933 MXD4
ENSG00000123965 PMS2P5
ENSG00000123975 CKS2
ENSG00000123977 DAW1
ENSG00000123983 ACSL3
ENSG00000123989 CHPF
ENSG00000123992 DNPEP
ENSG00000123999 INHA
ENSG00000124003 MOGAT1
ENSG00000124006 OBSL1
ENSG00000124019 FAM124B
ENSG00000124067 SLC12A4
ENSG00000124074 ENKD1
ENSG00000124091 GCNT7
ENSG00000124092 CTCFL
ENSG00000124097 HMGB1P1
ENSG00000124098 FAM210B
ENSG00000124102 PI3
ENSG00000124103 FAM209A
ENSG00000124104 SNX21
ENSG00000124107 SLPI
ENSG00000124116 WFDC3
ENSG00000124120 TTPAL
ENSG00000124126 PREX1
ENSG00000124134 KCNS1
ENSG00000124140 SLC12A5
ENSG00000124145 SDC4
ENSG00000124151 NCOA3
ENSG00000124155 PIGT
ENSG00000124157 SEMG2
ENSG00000124159 MATN4
ENSG00000124160 NCOA5
ENSG00000124164 VAPB
ENSG00000124171 PARD6B
ENSG00000124172 ATP5F1E
ENSG00000124177 CHD6
ENSG00000124181 PLCG1
ENSG00000124191 TOX2
ENSG00000124193 SRSF6
ENSG00000124194 GDAP1L1
ENSG00000124196 GTSF1L
ENSG00000124198 ARFGEF2
ENSG00000124201 ZNFX1
ENSG00000124203 ZNF831
ENSG00000124205 EDN3
ENSG00000124207 CSE1L
ENSG00000124209 RAB22A
ENSG00000124212 PTGIS
ENSG00000124214 STAU1
ENSG00000124215 CDH26
ENSG00000124216 SNAI1
ENSG00000124217 MOCS3
ENSG00000124222 STX16
ENSG00000124224 PPP4R1L
ENSG00000124225 PMEPA1
ENSG00000124226 RNF114
ENSG00000124227 ANKRD60
ENSG00000124228 DDX27
ENSG00000124232 RBPJL
